year,title,inventor_estimates,location_estimates
1624,Slide Rules,['William Oughtred'],"['Napier', 'English']"
1627,Gas,"['Air', 'Jan Baptista', 'Helmont', 'Helmont Helmont', 'Whilc']","['Greeks', 'Flemish', 'Helmont', 'Flemish Sanctorius']"
1627,Planetary Tables,"['Kepler', 'Kepler Napier', 'Rudolf IT', 'Holy Roman Emperor']","['Copernicus', 'Tycho']"
1628,Aurochs,[],['Po']
1635,Blood Circulation,"['Arabic', 'Ibn', 'Blood', 'Miguel Serveto', 'Michael Servetus', 'Servetus', 'John Calvin', 'Calvin', 'Realdo Colombo', 'Colombo', 'William Harvey', 'De Mot Cordis', 'Sangtiinis', 'Harvey', 'Urban VIII', 'Pope', 'Galileo', 'Dialogue', 'Galileo Galileo', 'Galileo Church']","['Galen', 'Spanish', 'Servetus', 'Unitarian', 'Geneva', 'Servetus Italian', 'English', 'Fabrici', 'Netherlands', 'Blood', 'Italy', 'English Italian', 'Latin', 'Bruno']"
1637,Magnetic Declination,"['Gilbert', 'Columbus', 'M', 'Gilbert Henry Gellibrand']","['English', 'London']"
1637,Analytic Geometry,"['René Descartes', 'Descartes', 'Geometric']",['French']
1640,Fermat’'s Last Theorem,"['Pierre', 'Fermat', 'Fermat Fermat', 'Fermat Fermat Ferma']","['French', 'Fermat']"
1641,Coke,"['Wood', 'Coal']",['England']
105,Cross Hairs,"['William Gascoigne', 'Gascoigne']",['English']
105,Quinine,['Incas'],"['Europe', 'Europeans']"
105,Adding Machine,['Blaise Pascal'],['French']
1643,South Pacific,"['Greeks', 'Africa', 'Magellan', 'Luis Vaez', 'Torres Strair', 'Anthony', 'Abel Janszoon Tasman', 'Tasman', 'Van Diemen', 'Torres', 'Tasman Tasman']","['Greek', 'South America', 'Indonesian', 'Spanish', 'Torres', 'New Guinea', 'New Guinea Dutch', 'Indonesian Dutch', 'Diemen', 'Java', 'Land', 'Tasmania', 'New Zealand', 'Australia', 'United States', 'Australia Tasmania', 'Australia Australian', 'New Holland']"
1648,Barometer,"['Evangelista Torricelli', 'Galileo', 'Galileo Torricelli', 'Torricelli', 'Torricelli Once Torricelli', 'Torricelli Otto', 'Aristotle']","['Italian', 'Torricellian', 'German']"
1648,Air Pressure and Altitude,['Pascal'],"['Torricelli', 'Pascal']"
1650,Fluid Pressure,['Pascal'],[]
1653,Double Stars,"['Giambattista Riccioli', 'Mizar', 'Saul', 'James Ussher', 'John Lightfoot', 'Double Stars', 'Almagestunt Novunt', 'Ptolemy', 'Riccioli', 'Copernicus', 'Riccioli Copernicus', 'Kepler']","['Italian', 'Europeans', 'Earth', 'Anglican', 'English', 'Riccioli', 'Tycho']"
1654,Lymphatics,['Olof Rudbeck'],"['Greek', 'Swedish']"
1656,Probability,"['Chevalier', 'Pascal', 'Fermat']","['French', 'Pascal', 'Fermat']"
10,Air Pressure,"['Air', 'Guericke', 'Holy Roman Emperor']","['Guericke', 'Magdeburg', 'Ferdinand']"
10,Saturn’s Ring,"['Galileo', 'Saturn', 'Galileo Christiaan Huygens', 'Benedict Spinoza', 'Saturn Galileo', 'Saturn Saturn']","['Dutch', 'Dutch Titan', 'Saturn', 'Cronos', 'Greeks', 'Titans']"
1657,Pendulum Clock,"['Galileo', 'Huygens']",['Huygens']
1658,Falling Bodies,"['Galileo', 'Robert Hooke', 'Hooke']",['English']
1659,Red Blood Corpuscles,"['Jan Swammerdam', 'Swammerdam']",['Dutch']
1660,Syrtis Major,"['Venus', 'Mars', 'Saturn', 'Syrtis Major']",['Huygens']
1660,Capillaries,"['Harvey', 'Harvey Marcello Malpighi', 'Malpighi', 'Harvey Harvey']","['Harvey', 'Italian']"
1661,Static Electricity,"['Whereas', 'William Gilbert', 'Earth', 'Gilbert', 'Guericke']","['Thales', 'Greek', 'Greek Guericke']"
1662,Chemical Elements,"['Aristotle', 'Robert Boyle', 'Boyle', 'Boyle Franz Deleboe', 'Franciscus Sylvius', 'Sylvius']","['Aristotle', 'Dutch']"
1662,Boyle’s Law,"['Boyle', 'Robert Hooke', 'Boyle Boyle', 'Boyle Liquids']",['Democritus']
1664,Royal Society,['Charles II'],"['London', 'Alexandria']"
1665,Great Red Spot,[],[]
1665,Cell,"['Micrographia', 'Hooke']",['Hooke']
1665,Light Diffraction,"['Particles', 'Francesco Maria Grimaldi', 'Grimaldi']",['Italian']
1666,Planetary Rotations,"['Gian Domenico Cassini', 'Mars', 'Jupiter', 'Earth', 'Ikl']","['French', 'Earth']"
1668,Light Spectrum,"['Isaac Newton', 'Newton', 'Newton Matter']",['English']
1668,Conservation of Momentum,['John Wallis'],"['English', 'Zero']"
1668,Spontaneous Generation,"['Francesco Redi', 'Redi']",['Italian']
1669,Reflecting Telescopes,[],['Newton']
1669,Calculus,"['Kepler', 'Newton', 'Earth', 'Earth Gottfried Wilhelm Leibniz', 'Leibniz']","['Newton', 'London', 'Newton German', 'Newton English', 'German', 'Newton Leibniz']"
1669,Phosphorus,"['Hennig Brand', 'Brand']","['German', 'Greek']"
1669,Fossils,"['God', 'Nicolaus Steno']","['Agricola', 'Satan', 'Noah', 'Danish']"
1669,Double Refraction,"['Erasmus Bartholin', 'Bartholin', 'Bartholin Bartholin']","['Danish', 'Iceland']"
1670,Blood Color,['Richard Lower'],['English']
1671,Diabetes,"['Sugar', 'Thomas Willis']",['English']
1672,Saturn’s Satellites,"['Venus', 'Mars', 'Jupiter', 'Iapetus', 'Dione']","['Europa', 'Ganymede', 'Callisto', 'Saturn', 'Titan', 'Huygens', 'Earth', 'Saturn Saturn', 'Tethys', 'Saturn Cronos']"
1676,Distance of Mars,"['Hipparchus', 'Kepler', 'Mars', 'Jean Richer', 'Cassini', 'Mars Mars', 'Mars Mars Earth', 'Cassini Cassini', 'Cassini Galileo', 'Galileo', 'Galileo Galileo', 'Light', 'Olaus Roemer', 'Jupiter', 'Jupiter Roemer', 'Roemer', 'Earth', 'Jupiter Earth', 'Jupiter Roemer Jupiter', 'Earth Jupiter', 'Earth Roemer', 'Saturn']","['Moon', 'French', 'Cayenne', 'French South America', 'Paris', 'Cayenne Aristarchus', 'Saturn', 'Danish']"
1678,Microorganisms,"['Leeuwenhoek', 'Leeuwenho']","['Dutch', 'Antoni', 'Leeuwenhoek']"
1678,Southern Stars,"['Magellan', 'Milky Way', 'Edmond Halley']","['Europe', 'Middle East', 'Europe European', 'English', 'St.']"
1679,Light Waves,"['Earth', 'Huygens', 'Aristotle', 'Huygen', 'Bartholin']","['Newton', 'Huygens']"
1680,Pressure Cookers,"['Hero', 'Denis Papin', 'Papin', 'Charles']","['Sixteen', 'French']"
1680,Muscles and Bones,"['Giovanni Alfonso Borelli', 'De Motu Animalium', 'Animal Motion', 'Things']",['Italian']
1682,Dodo,"['Mauritius', 'Rhode Island', 'Mauritius Mauritius']","['Indian', 'Madagascar', 'Dutch', 'Nassau']"
1683,Plant Sexuality,"['God', 'Nehemiah Grew']",['English']
1684,Bacteria,"['Leeuwenhoek', 'Jean', 'Eratosthenes', 'Picard']","['Leeuwenhoek', 'Earth', 'French']"
1686,Imaginary Numbers,"['Mark', 'Mark Descartes']",[]
1687,Meteorological Map,"['Romans', 'Arabic', 'Halley', 'Animal', 'John Ray', 'Ray']","['Africa', 'India', 'Halley', 'Aristotle', 'English']"
1687,Laws of Motion,"['Kepler', 'Hooke', 'Halley', 'Newton', 'Halley Newton', 'Picard', 'Newton Philosophiae Naturalis Prin', 'Hooke Halley', 'Galileo', 'Euclid']","['Hooke', 'Newton', 'Halley', 'Newton Newton', 'Calculus', 'Mathematica', 'Latin', 'English']"
1688,Universal Gravitation,"['Kepler', 'Newton', 'De', 'Newton Newton', 'Shape', 'Richer', 'Richer Newton', 'Cayenne', 'Paris', 'Newton Jupiter', 'Earth', 'Earth Moon']","['Newton', 'Newton Newton', 'Newton Cayenne', 'French Guiana', 'Mars', 'Paris', 'Paris Cayenne', 'Cayenne', 'Paris Cayenne Paris', 'Paris Saturn']"
1693,Plate Glass,"['Glass', 'Pliny']","['France', 'Roman']"
1693,Calculating Machines,"['Pascal', 'Leibniz', 'Leibniz Pascal']","['Leibniz', 'Calculus']"
1698,Mortality Tables,['Death'],[]
1698,Miner’s Friend,"['Thomas Savery', 'Savery', 'Friend']","['England', 'England English', 'Guericke']"
1699,Scientific Voyages,"['Columbus', 'Magellan']",['Halley']
1699,Gas Volume and Temperature,"['Galileo', 'Thi', 'Amontons']",['French']
1699,Binary System,"['Leibniz', 'Society', 'Denis Diderot', 'Joseph Priestley', 'Lavoisier', 'Joseph Black', 'Henry Cavendish', 'Carolus Linneaus', 'Stephen Gray', 'Benjamin Franklin', 'Richard Arkwright', 'James Watt', 'Watt']","['Leibniz', 'Calculus', 'Reason', 'Encyclopedia', 'Nature', 'European', 'German', 'Dutch', 'Leyden', 'Leyden Newcomen']"
1699,Comets’ Orbits,"['Once Newton', 'Principia', 'Earth', 'Halley']","['Halley', 'Halley Saturn']"
1707,Plant Nourishment,"['Stephen Hales', 'Helmont', 'Hales', 'Springs All']",['English']
1707,Static Electricity,['Francis Hauksbee'],"['Guericke', 'English']"
1709,Pulse Watch,"['John Floyer', 'Hooke']","['Huygens', 'English']"
1712,Coke and Iron,"['Coke', 'Abraham Darby', 'Great Britain', 'Great Britain Rifle', 'Rifling']","['England', 'British', 'Pennsylvania', 'Dutch', 'German']"
1713,Newcomen Steam Engine,"['Savery', 'Miner', 'Friend', 'Thomas Newcomen']","['English', 'Newcomen']"
1714,Smallpox Inoculation,"['Smallpox', 'Smallpox Lady Mary Wortley Montagu']","['English', 'British', 'Turkey', 'Turkey Russian']"
1715,Mercury Thermometer,"['Ferdinand II', 'Daniel Gabriel Fahrenheit', 'Mercury', 'Fahrenheit']","['Galileo', 'Amontons', 'German', 'United States']"
1715,Solar Eclipse,"['Great Britain', 'Thales', 'Halley']","['Europe', 'Halley']"
1715,Stellar Motion,"['Moon', 'Earth', 'Sirius', 'Tycho', 'Halley']","['Sumerian', 'Procyon', 'Arcturus', 'Greek', 'Greeks']"
1728,Easter Island,"['Magellan', 'Jacob Roggeveen', 'Easter', 'Easter Island', 'Easter Island Roggeveen']","['Dutch', 'Passeisland', 'Dutch English']"
1728,Ship’s Chronometer,"['John Harrison', 'Harrison']","['British', 'English']"
1728,Aberration of Light,"['Copernicus', 'Copernicus Kepler', 'James Bradley', 'Bradley', 'Bradley Bradley', 'Roemer']","['British', 'Earth']"
1728,Bering Strait,"['Peter', 'Peter Vitus Jonassen Bering', 'Kamchatka']","['Russian', 'Siberia', 'North America', 'Danish', 'Siberia Kamchatka', 'Siberia Alaska', 'North America Asia']"
1729,Dentistry,"['Le', 'Pierre Fauchard', 'Fauchard']",['French']
1733,Electrical Conductance,"['Hauksbee', 'Stephen Gray', 'Gray']","['English', 'Latin']"
1733,Achromatic Lens,"['Newton', 'Chester Moor Hall', 'Newton Flint', 'Hall', 'John Dollond']","['English', 'Greek']"
1733,Blood Pressure,['Hemostaticks'],['Hales']
1733,Two Electrical Fluids,"['Cisternay', 'Fay']",['French']
1735,Flying Shuttle,"['John Kay', 'Shape', 'Universal Gravitation', 'La Condamine']","['British', 'French', 'French Peru', 'French Maupertuis', 'Lapland', 'Newton', 'Sea', 'Europe', 'European', 'Orellana']"
1735,Taxonomy,"['Carl', 'Carolus Linnaeus', 'Always', 'Great Britain', 'Systema Naturae', 'Linnaeus', 'Linnaeus Linnaeus']","['Sweden', 'Scandinavia', 'Europe', 'Nature', 'Greek', 'Genesis']"
1736,Trade Winds,"['Halley', 'George Hadley']",['British']
1737,Mechanics,['Leonhard Euler'],"['Newton', 'Latin', 'English', 'Swiss']"
1738,Cobalt,"['Georg Brandt', 'Brandt', 'Cobalt', 'Brand']",['Swedish']
1739,Kinetic Theory of Gases,"['Boyle', 'Daniel Bernoulli']","['Swiss', 'Greek']"
1740,Rocky Mountains,"['Pierre Gaultier', 'Varennes de La Vérendrye', 'Lake Winnipeg', 'Pierre', 'Paul Mallet']","['French', 'North America', 'South Dakota', 'French Colorado']"
1742,Hydra,"['Abraham Trembley', 'Trembley', 'Hercules', 'Hydra']","['Swiss', 'Dutch Republic', 'Greek']"
1742,Celsius Scale,[],"['Swedish', 'Celsius', 'Latin', 'Celsius United States']"
1742,Goldbach’s Conjecture,"['Fermat', 'Fermat Christian Goldbach', 'Goldbach']","['German', 'Russia', 'Goldbach']"
1744,Franklin Stove,"['Hot', 'Benjamin Franklin']",['Franklin']
1745,Transcendental Numbers,"['Leonhard Euler', 'Euler']",['Latin']
1745,Leyden Jar,"['Pieter', 'Ewald Georg', 'Musschenbroek']","['Hauksbee', 'Dutch', 'Musschenbroek', 'German', 'France', 'Leyden', 'Netherlands']"
1747,Blood and Iron,['Vincenzo Menghini'],['Italian']
1748,Scurvy,"['Vasco', 'James Lind', 'Lind']","['Great Britain', 'British']"
1748,Osmosis,['Nollet'],"['French', 'Greek']"
1749,Platinum,"['Egypt', 'Platinum', 'Antonio']","['Gold', 'Spanish', 'Ulloa', 'South America']"
1751,Biological Evolution,"['Buffon', 'Buffon Buffon', 'God', 'Earth', 'Buffon Earth']","['French', 'Buffon', 'Earth', 'Earth Earth', 'Ussher']"
1751,Nickel,"['Brandt', 'Axel Fredrick Cronstedt', 'Brandt Cronstedt', 'Cronstedt']",['Swedish']
1752,Encyclopedias,"['Denis Diderot', 'Diderot']","['Reason', 'Greek', 'French']"
1752,Lightning Rod,"['Benjamin Franklin', 'Franklin', 'Fay', 'Excess', 'Excess Franklin', 'Franklin Franklin', 'Franklin Earth', 'Franklin Franklin Franklin', 'Richard', 'Almanac']","['Leyden', 'Leyden Leyden', 'Franklin', 'Frank-', 'Leyden Leyden Leyden', 'Leyden Poor', 'America']"
1752,Digestion,['Réaumur'],"['Was', 'French', 'Réaumur']"
1752,Lol,"['Réaumur', 'Muscles']",[]
1752,Earth and Heat,"['Noah', 'Flood']",[]
1754,Neptunists.,[],"['French', 'France']"
1754,Carbon Dioxide,"['Joseph Black', 'Fixed', 'Black']","['Carbon', 'Helmont', 'Scottish']"
1756,Galaxy,"['Milky Way', 'Once Galileo', 'Milky Way Milky Way', 'Thomas Wright', 'Immanuel Kant', 'Milky Way Kant', 'Kant']","['German', 'Galaxy', 'Greek']"
1758,Land Bridges,"['God', 'God Nicolas Desmarest', 'Desmarest']","['Genesis', 'French', 'England', 'France']"
1758,Halley’'s Comet,"['Halley', 'Johann Georg Palitzsch', 'Halley Hall', 'William', 'Giotto']","['England', 'Normandy', 'Halley']"
1759,Flame Tests,"['Andreas Sigismund Marggraf', 'Marggraf']","['German', 'Cronstedt']"
1760,Embryology,"['Kaspar Friedrich Wolff', 'Wolff']",['German']
1760,Earthquakes,['John Michell'],"['Greek', 'Lisbon', 'English']"
1760,Heat Capacity,['Heat'],['Black']
1761,Pathology,['Giovanni Battista Morgagni'],['Italian']
1761,Venus’s Atmosphere,"['Venus', 'Earth', 'Earth Venus', 'Venus Cassini', 'Mars', 'Venus Mikhail Vasilievich Lomenosov', 'Venus Venus']","['Venus', 'Venus Newfoundland', 'St.', 'Russian']"
1762,Percussion,"['Leopold Auenbrugger', 'Inventum']","['Austrian', 'New']"
1763,Latent Heat,['Black'],['Black']
1763,Pollination,"['Josef Gottlieb Kohlreuter', 'Pollen']",['German']
1763,Steam Engine,"['James Watt', 'Watt']","['Newcomen', 'Scottish']"
1766,Plutonism,"['Nicolas Desmarest', 'Abraham Gottlob Werner']","['French', 'Guettard', 'France', 'Greek', 'German', 'Neptunist']"
1768,Hydrogen,"['Black', 'Henry Cavendish', 'Cavendish', 'Albrecht', 'Haller']","['British', 'Boyle', 'Greek', 'Swiss']"
1768,Spontaneous Generation,"['John Turberville Needham', 'Lazzaro Spallanzani']","['Redi', 'British', 'Italian']"
1768,Australia,"['James Cook', 'Captain Cook', 'Cook', 'Cook Earth', 'Cook Lind']","['Venus', 'English', 'Tahiti', 'Australia', 'European', 'Australia Magellan']"
1769,Carbonated Water,"['Joseph Priestley', 'Priestley']",['English']
1769,Quantitative Chemistry,"['Black', 'Lavoisier', 'Sediment']","['French', 'Greek']"
1770,Spinning Frame,"['Great Britain', 'Richard Arkwright', 'Arkwright']",['English']
1770,Nile River,"['James Bruce', 'Bruce']","['Africa', 'Portuguese', 'Scottish', 'Khartoum', 'Sudan', 'Lake Tana']"
1770,Gulf Stream,"['Franklin', 'Labrador', 'Great Britain']","['Franklin', 'America', 'Europe', 'Mexico', 'Europe Europe', 'North America', 'British']"
1771,Soluble Gases,[],['Priestley']
1771,Nebulas,"['Charles Messier', 'Messier']","['French', 'Messier']"
1772,Plants and Carbon Dioxide,['Earth'],['Carbon']
1772,Combustion,"['George Ernst Stahl', 'Stahl', 'Stahl Lavoisier', 'Lavoisier']","['German', 'Greek']"
1772,Diamond,['Lavoisier'],[]
1773,Nitrogen,['Daniel Rutherford'],"['British', 'Greek']"
1773,Antarctic Circle,"['Tierra', 'Captain Cook']","['Ottar', 'Europe', 'Asia', 'South America']"
1774,Bacilli,"['Leecuwenhoek', 'Otto Friedrich Muller']","['Bacteria', 'Danish', 'Linnaeus']"
1774,Oxygen,"['Priestley', 'Mercury', 'Mice', 'Lavoisier', 'Priestley Lavoisier', 'Rutherford']","['Rutherford', 'Greek']"
1774,Chlorine,"['Carl Wilhelm Scheele', 'Priestley', 'Scheele', 'Priestley Scheele', 'Johan Gottlieb Gahn', 'Scheele Chlorine']","['Swedish', 'Swedish Greek']"
1775,Mind and Disease,"['Franz Anton Mesmer', 'Lavoisier', 'Franklin', 'Mesmer', 'Mesmer Franklin']","['German', 'Paris', 'Franklin']"
1776,Digitalis,['William Withering'],"['Dioscorides', 'English']"
1777,Races,"['Europeans', 'Mongols', 'Johann Friedrich Blumenbach', 'Pacific Islanders', 'Yellow', 'Brown', 'Black', 'Blumenbach']","['Germanic', 'Asian', 'Huns', 'German', 'Caucasian', 'Mongolian', 'Malayan', 'Ethiopians', 'Americans']"
1778,Torsion Balance,[],"['French', 'Coulomb']"
1778,Molybdenum,"['Scheele', 'Peter Jacob Hjelm']","['Scheele', 'Swedish']"
1779,Hawaiian Islands,"['John Montagu', 'Sandwich']","['Captain Cook', 'North America', 'California', 'British', 'Hawaiian Islands', 'Sandwich']"
1779,Fertilization,"['Reinier', 'Graaf', 'Spallanzani']","['Spallanzani', 'Dutch', 'Graafian']"
1779,Photosynthesis,"['Joseph Priestley', 'Jan Ingenhousz', 'Priestley']","['Dutch', 'Greek']"
1781,Electrical Stimulation,"['Luigi Galvani', 'Franklin', 'Galvani', 'James Watt', 'Steamgenerated', 'Alessandro Volta', 'Michael', 'Humphry Davy', 'Chemistry', 'Antoine Lavoisier', 'John Dalton', 'Avogadro', 'Hermann', 'Helmholtz', 'Baron Kelvin', 'Rudolf Clausius']","['Italian', 'Great']"
1781,Uranus,"['Mercury', 'Venus', 'Mars', 'Jupiter', 'Earth', 'Venus Mars', 'William Herschel', 'Saturn', 'Herschel', 'Uranus', 'Uranus Bradley', 'Herschel Herschel', 'Newton']","['Saturn', 'Copernican', 'British', 'Hanoverian', 'Saturn Flamsteed', 'Saturn Cronos', 'Greek', 'Herschel']"
1781,Crystallography,"['Haiiy', 'Haty', 'Hatiy']","['Crystal', 'Greek', 'French', 'Hatiy']"
1781,Axial Inclination of Mars,"['Earth', 'Binary Stars', 'Cassini', 'Herschel', 'Herschel Mars']","['North Pole', 'Martian', 'Martian Earth']"
1783,Steam Engine,"['Watt', 'Mira Early', 'Ceti', 'David', 'Johannes Hevel', 'Geminiano Mantanari', 'Beta Persei', 'Arabic', 'Medusa', 'Algol', 'Mira', 'Algol Mira', 'Algol John Goodricke', 'Algol Mira Herschel', 'Herschel']","['Fabricius', 'Hevelius', 'Algol', 'British', 'Copernicus']"
1783,Respiration and Combustion,['Lavoisier'],"['Lavoisier', 'French', 'Laplace']"
1783,Balloon,"['Benjamin Franklin', 'Jean Francois Pilatre', 'Charles']","['French', 'Paris', 'French Rozier', 'French Cavendish']"
1784,Tungsten,['Don Fausto D'],"['Spanish', 'Swedish', 'Scheele']"
1784,Volcanoes,"['Benjamin Franklin', 'Volcanic']",['Iceland']
1784,Bifocal Lenses,"['Water', 'Lavoisier', 'Martian Ice Caps', 'Mars']","['Franklin', 'Cavendish', 'Greek', 'Mars', 'Earth']"
1784,Alaska,"['Bering', 'Alaska']","['Russians', 'Siberia', 'Russians European', 'Alaska', 'Russian']"
1785,Tellurium,"['Franz Joseph Muller', 'Martin Heinrich Klaproth', 'Muller']","['Austrian', 'German']"
1785,Clusters and Nebulas,"['William', 'Messier', 'Herschel', 'Immanuel Kant', 'Milky Way']",[]
1785,Galaxy,"['Herschel', 'Milky Way', 'Milky Way Milky Way', 'Herschel Herschel']",['Galaxy']
1787,Uniformitar-,"['Buffon', 'James Hutton', 'Noah', 'Hutton', 'Sinai', 'Conrad Gesner', 'Mount Blanc', 'Michel-Gabriel Paccard', 'Jacques Balmat', 'Paccard']","['Earth', 'British', 'Great', 'Flood', 'Mt', 'Greek', 'Mt Swiss', 'French', 'French British']"
1787,Charles’s Law,"['Charles', 'Charles Celsius']",['French']
1787,Chemical Nomenclature,[],['Language']
1788,Steamboat,"['John Fitch', 'Fitch', 'Trenton']",['American']
1788,Algebra and Mechanics,"['Geometry', 'Lagrange', 'Lagrange Geometry']","['Descartes', 'French', 'Analytical']"
1789,Affinities,['Torbern Olof Bergmann'],['Swedish']
1789,Satellites,"['Earth', 'Jupiter', 'Cassini', 'Herschel', 'Oberon', 'William Shakespeare', 'Herschel Mimas', 'Enceladus']","['Galileo', 'Saturn', 'Huygens', 'Cassini', 'Dione', 'Uranus', 'Titania', 'Saturn Zeus', 'Greek']"
1789,Acids,[],"['Lavoisier', 'French']"
1789,Conservation of Mass,[],['Lavoisier']
1790,Uranium,"['Uranus', 'Klaproth']",[]
1790,Industrial Revolution,"['Slater', 'Slater Rhode Island']","['Great Britain', 'British', 'Britain', 'United States', 'Great Britain Samuel', 'Great Britain United States', 'United States Rhode Island', 'American', 'Pawtucket', 'United States Great Britain']"
1791,Metric System,['Arabic'],"['Europe', 'French', 'Laplace', 'Lagrange', 'Lavoisier', 'Greek', 'Europe French', 'United States']"
1791,Titanium,['William Gregor'],['Klaproth']
1793,Columbia River,['Robert Gray'],"['American', 'American China', 'Columbia', 'United States']"
1793,Cotton Gin,['Eli Whitney'],"['Great Britain', 'New England', 'American', 'United States']"
1793,Insane Asylums,"['Philippe Pinel', 'Pinel']","['Christian Europe', 'French', 'French Europe', 'United States']"
1793,Across North America,"['Alexander Mackenzie', 'Alberta', 'Pacific']","['Canadian', 'Canada', 'British Columbia']"
1794,Vancouver Island,"['George Vancouver', 'Captain Cook', 'Cook', 'Vancouver Island']","['British', 'Australia', 'New Zealand', 'Tahiti', 'Hawaii', 'United States', 'British Columbia']"
1794,Meteorites,"['Ernst Florens Friedrich Chladni', 'Earth']","['Kaaba', 'Ephesus', 'Artemis', 'Reason', 'German']"
1795,Rare Earths,"['Johan Gadolin', 'Gadolin']","['Finnish', 'Ytterby', 'Stockholm']"
1796,Canning Food,"['Napoléon Bonaparte', 'Appert']","['French', 'Europe', 'French Spallanzani']"
1796,Vaccination,"['Edward Jenner', 'Jenner', 'James Phipps', 'Jenner Jenner', 'Such']","['Inoculation', 'English', 'Latin', 'Europe']"
1796,Nebular Hypothesis,['Laplace'],"['Kant', 'Laplace']"
1797,Heptadecagon,"['Carl Friedrich Gauss', 'Gauss']","['Greek', 'Greek German', 'Greeks']"
1797,Chromium,['Robespierre'],"['French', 'France', 'Siberia', 'Greek']"
1798,Parachute,"['Earth', 'Cavendish']","['French', 'Earth', 'Earth Cavendish']"
1798,Comparative Anatomy,"['Georges Cuvier', 'Linnaeus', 'Cuvier', 'Cuvier Cuvier']","['Frenchman', 'Linnaeus', 'Greek']"
1798,Population Pressure,"['Thomas Robert Malthus', 'Essay', 'Malthus', 'Malthus Unless']","['British', 'Malthus', 'Malthusian']"
1798,Liquid Ammonia,['Guyton'],"['French', 'Morveau']"
1798,Interchangeable Parts,['Whitney'],['American']
1799,Beryllium,[],[]
1799,Law of Definite Proportions,"['Proust', 'Proust Proust']","['French', 'Spain']"
1799,Strata,"['William Smith', 'Smith']","['Latin', 'English', 'Smith']"
1799,Perturbations,['Laplace'],['Laplace']
1800,Rosetta Stone,"['Bonaparte', 'Europeans', 'Rosetta']","['Egypt', 'French', 'Greek', 'Egyptian', 'Egyptian Greek', 'Egyptian Egyptians']"
1800,Electric Battery,"['Alessandro Giuseppe Volta', 'Volta', 'Volta Volta']","['Galvani', 'Italian']"
1800,Decomposition of Water,"['Volta', 'William Nicholson', 'Volta Nicholson', 'Johann Wilhelm Ritter', 'Ritter']",['German']
1800,Infrared Radiation,"['Herschel', 'Gas Lighting', 'William Murdock', 'Murdock', 'Nitrous', 'Humphry Davy', 'Davy']","['British', 'New']"
1800,Tissues,"['Marie Francois Xavier Bichat', 'Treatise']",['French']
1801,Malleable Platinum,['William Hyde Wollaston'],"['Platinum', 'British']"
1801,Jacquard Loom,['Great Britain'],"['French', 'France']"
1801,Ceres,"['Johann Daniel Tietz', 'Johann Elert Bode', 'Bode', 'Bode Uranus', 'Bode Bode', 'Mars', 'Jupiter', 'Heinrich Wilhelm Matthaus Olbers', 'Giuseppe Piazzi', 'Piazzi', 'Mars Bode', 'Piazzi Ceres', 'Sicily']","['German', 'Latin Titius', 'German German', 'Italian', 'Sicily', 'Roman']"
1801,Invertebrates,"['Linnaeus', 'Latin', 'Lamarck']","['Linnaeus', 'Vermes', 'French', 'Lamarck']"
1801,Ultraviolet,"['Herschel', 'Ritter', 'Angelo Sala', 'Ritter Ritter']",[]
1801,Light Waves,"['Thomas Young', 'Streams', 'Young', 'Young Young']","['English', 'Grimaldi']"
1802,Niobium,"['Charles Hatchett', 'London', 'Canton']","['British Museum', 'United States', 'Columbia', 'United States United States', 'Great Britain', 'Russia', 'European', 'India', 'China']"
1802,Asteroids,"['Mars', 'Piazzi', 'Ceres', 'Mars Jupiter', 'Athena', 'Vesta', 'Juno', 'Herschel', 'Mars Jupiter Ceres']","['German', 'Ceres', 'Pallas', 'Jupiter', 'Greek']"
1803,Tantalum,"['Anders Gustav Ekeberg', 'Ekeberg']","['Swedish', 'Finland', 'Tantalus', 'Greek']"
1803,Atomic Theory,"['Robert Boyle', 'John Dalton', 'Dalton', 'Dalton Dalton']","['English', 'New', 'Greek', 'Democritus', 'Greeks', 'Dalton']"
1803,Meteorites,"['Chladni', 'Biot']","['French', 'Paris']"
1804,"Cerium, Osmium, Iridium","['Jons SN Jakob Berzelius', 'Wilhelm Hisinger', 'Smithson Tennant']","['New', 'Swedish', 'Swedish British', 'Wollaston', 'Greek']"
1804,Scientific Ballooning,"['Joseph Louis', 'Earth']",['Biot']
1805,Steam Locomotive,"['Richard Trevithick', 'Trevithick']","['Latin', 'British']"
1805,Missouri River,"['Jefferson', 'Meriwether Lewis', 'William Clark', 'Lewis', 'Clark Expedition', 'Lewis Clark Expedition']","['Louisiana', 'St. Louis', 'American', 'American St. Louis', 'United States', 'Indian']"
1806,Morphine,"['Odyssey', 'Friedrich Wilhelm Adam Ferdinand Serturner']","['Homer', 'Dioscorides', 'Mineralogy', 'German', 'Greek']"
1807,Asparagine,[],['Vauquelin']
1807,Sodium and Potassium,"['Davy', 'Nitrous Oxide']",[]
1807,Steamboat,"['Fitch', 'Robert Fulton', 'Albany', 'Fulton']","['American', 'New York', 'Fitch']"
1809,Polarized Light,['Bartholin'],"['Iceland', 'French']"
1809,Mechanism of Evolution,['Zoological Philosophy'],['Lamarck']
1810,Aerodynamics,"['Daedalus', 'George Cayley', 'Cayley']","['Greek', 'British']"
1810,Brain,"['Franz Joseph Gall', 'Gall']","['German', 'Greek']"
